filename,carton box,cracked carton box,opened carton box,wet carton box
57-jpg__jpg-jpganti-clockwise_jpg.rf.a0e4479c9eaba82595c906dd8e149fda.jpg,1,0,0,0
319-jpg__jpg-jpganti-clockwise_jpg.rf.9fec7a9372072f04e33904609d42e275.jpg,1,0,0,0
549-jpg__jpg-jpganti-clockwise_jpg.rf.a0bde6f0fc6e1412bf3c8542fd827ba3.jpg,0,1,0,0
565-jpg__jpg_jpg.rf.a1468dadb784b08e9ebf74bb920e93d6.jpg,0,1,0,0
648-jpg__jpg-jpganti-clockwise_jpg.rf.a106d48d2a617284e5baf00df06786fd.jpg,0,0,0,1
375-jpg__jpg_jpg.rf.a0bfd133da8346e4dc304da95664be0c.jpg,0,0,0,1
444-jpg__jpg_jpg.rf.a01be5628b8a8ef95573e822bf47839e.jpg,0,0,1,0
249-jpg__jpg-jpganti-clockwise_jpg.rf.a08407b2d41a6cab94dc8b369fec2448.jpg,1,0,0,0
30_jpg.rf.a10fcc56fe741db297c0232f2507c127.jpg,0,0,1,0
387-jpg__jpg-jpganti-clockwise_jpg.rf.9f5cdfbe3fe3677c30f45a4a765c0f69.jpg,1,0,0,0
636-jpg__jpg_jpg.rf.9fa8db3a256006b520cdd15e9e992132.jpg,0,1,0,1
127-jpg__jpg-jpganti-clockwise_jpg.rf.a10169ca54b30f3e1a581cda1417074d.jpg,0,1,0,0
531-jpg__jpg-jpganti-clockwise_jpg.rf.a15022a2336cb70cc9ea4e7f2bcc3167.jpg,0,1,0,0
688-jpg__jpg-jpganti-clockwise_jpg.rf.a12ecc4886a0c2e91ae984844524865b.jpg,1,0,0,0
58_jpg.rf.a155a613ba50b78d860fb3b8c79ccf74.jpg,0,0,0,1
282-jpg__jpg-jpganti-clockwise_jpg.rf.a157b68354612f9f8c26bdb65b43ed1c.jpg,1,0,0,0
700-jpg__jpg_jpg.rf.a2047a0d21ac43750c3b46eb1e967e8d.jpg,1,0,0,0
506-jpg__jpg-jpganti-clockwise_jpg.rf.a1721695b6d057a429e990c3142d5383.jpg,0,1,0,0
517-jpg__jpg-jpganti-clockwise_jpg.rf.a223a827ed4afd77db26298a877bca60.jpg,1,0,0,0
419-jpg__jpg-jpganti-clockwise_jpg.rf.a17e69e1946132ff8add07c3491ab179.jpg,1,0,0,0
7-jpg__jpg-jpganti-clockwise_jpg.rf.a250ecaaccd9b9da3a398cf1e7e646c6.jpg,1,0,0,0
251-jpg__jpg_jpg.rf.a1adc9ad1bd2e52ee146f40c043c102e.jpg,1,0,0,0
691-webp__jpg-jpganti-clockwise_jpg.rf.a31804aa80ec2d64edb3d2124dc869ad.jpg,1,0,0,0
308-png__jpg_jpg.rf.a27ec971c4e934d9a89b27b20b64b4c2.jpg,0,1,0,1
701-jpg__jpg-jpganti-clockwise_jpg.rf.a1e4235d0cfd02d4481ddb621ba82fdc.jpg,0,0,1,0
668-jpg__jpg_jpg.rf.a297bb27b2dc3e60ae1dffd784f94ec7.jpg,0,0,1,0
561-jpg__jpg_jpg.rf.a1724e633b71ceb821ea44840afdeed7.jpg,0,1,0,0
478-jpg__jpg-jpganti-clockwise_jpg.rf.a1d79347725f8dc94db01e17136f84fe.jpg,0,1,0,0
178-jpg__jpg-jpganti-clockwise_jpg.rf.a2b670f46487939e34f2cb2b0a2bd0b2.jpg,1,0,0,0
642-jpg__jpg_jpg.rf.a258f92bd9bab753a1111eed81493c0e.jpg,0,0,0,1
1_jpg.rf.a253762dda6eb906b964ef04c15337bb.jpg,1,0,0,0
130-webp__jpg_jpg.rf.a31d0ac41a43d7c3d0435611e3b05c05.jpg,0,0,0,1
231-jpg__jpg-jpganti-clockwise_jpg.rf.a1e605d450699d6895e53205ee0924dc.jpg,0,1,0,0
568-jpg__jpg_jpg.rf.a134af9097796060728de35533497a80.jpg,0,1,0,0
199-jpg__jpg_jpg.rf.a30894926ce4b53f101da0e89cd64275.jpg,0,1,0,0
412-jpg__jpg-jpganti-clockwise_jpg.rf.a2eedbddfeb251c597630869f04380e7.jpg,1,0,0,0
472-jpg__jpg-jpganti-clockwise_jpg.rf.a2b9e53df97b39271de75e1ca38b4fdd.jpg,0,0,1,0
37-jpg__jpg_jpg.rf.a174291ba14582e8ddba2a0b61095984.jpg,0,1,0,0
548-jpg__jpg-jpganti-clockwise_jpg.rf.a34ec2a7d7bd05d9f2769f9517833522.jpg,1,1,0,0
231-jpg__jpg_jpg.rf.a1a7f1310f33faec75473014db07ebcc.jpg,0,1,0,0
117_jpg.rf.a3659bd38b7e7c9ffb9382a72933aa88.jpg,0,0,0,1
666-jpg__jpg-jpganti-clockwise_jpg.rf.a3800b64f390ef28a8337fde9ad10a7d.jpg,0,0,1,0
41_jpg.rf.a3eda17a995dfd1be84c2a4ac3233b3b.jpg,1,0,0,0
287-jpg__jpg_jpg.rf.a3ab96915fc9a3f6c11d4f5e2db5a38d.jpg,1,0,0,0
8_jpg.rf.a355a4c12bc35bde0c8ec80fe9799d75.jpg,1,0,0,0
227-jpg__jpg_jpg.rf.a38783eb85bf02070d119b9d7d338ddb.jpg,1,1,0,0
188-jpg__jpg-jpganti-clockwise_jpg.rf.a3fdfb6a548f23db895d45d70d960c6c.jpg,1,0,1,0
344-jpg__jpg_jpg.rf.a361ca5a8c531bbff541ed4747d63ebe.jpg,0,0,1,0
493-jpg__jpg-jpganti-clockwise_jpg.rf.a43b0d31d53c6805e4ec4fb6b4481e96.jpg,0,0,1,0
144-webp__jpg_jpg.rf.a453a3110281405d84ec79e066cbf181.jpg,0,0,0,1
401-jpg__jpg-jpganti-clockwise_jpg.rf.a45a37c61dd485518a89b1d12a914ed6.jpg,1,0,0,0
355-jpg__jpg_jpg.rf.a42cf8fd8aba0ca42bb0873029b7d0a3.jpg,1,0,0,0
497-jpg__jpg_jpg.rf.a470e0d6cdb9acea4c9568bb8a25738e.jpg,0,1,0,0
651-jpg__jpg_jpg.rf.a4cb667c4d160cc04db3486f06b1ed1f.jpg,0,0,0,1
62-webp__jpg_jpg.rf.a386872dc1eb984e8ec374248188f75e.jpg,0,1,0,0
588-jpg__jpg-jpganti-clockwise_jpg.rf.a4cff7e6706dba5431757ad41be7cdc0.jpg,0,1,0,0
585-jpg__jpg-jpganti-clockwise_jpg.rf.a4fecdd6ad494f567543377590f024a1.jpg,1,0,0,0
146-jpg__jpg-jpganti-clockwise_jpg.rf.a515278e9a8c7e50f2ca3bbe1f732df2.jpg,0,1,0,0
209-jpg__jpg-jpganti-clockwise_jpg.rf.a55f4d04c0a697a02e447396a9f391cb.jpg,0,1,0,0
382-jpg__jpg_jpg.rf.a4dca2e22f58d0b24218aa1b830be0cb.jpg,0,0,0,1
176-jpg__jpg_jpg.rf.a4c8d7d99ab89b241e817ed39ff1a31c.jpg,1,0,0,0
675-jpg__jpg_jpg.rf.a522e25f3089ae1e9f8bb82be982477c.jpg,0,0,1,0
220-jpg__jpg-jpganti-clockwise_jpg.rf.a57fab4fd3c5c688da5fc99ab34965c5.jpg,0,1,0,1
394-jpg__jpg-jpganti-clockwise_jpg.rf.a4d156841929eeb9129e41a72c7f49ad.jpg,1,0,0,0
180-jpg__jpg-jpganti-clockwise_jpg.rf.a56198a48eb6b84e00741e84039cd122.jpg,0,0,1,0
463-jpg__jpg-jpganti-clockwise_jpg.rf.a484d0e05da6c205a3cabf0e6d112829.jpg,0,1,0,0
39-jpg__jpg_jpg.rf.a577d7891b19968e7a5dbb89260b3624.jpg,0,0,1,0
606-jpg__jpg_jpg.rf.a57830a7cad766c3e3ada801a6ee5de6.jpg,0,1,0,0
214-jpg__jpg-jpganti-clockwise_jpg.rf.a58e090b49ea1cc058f5f1b06a98f37b.jpg,0,0,1,0
94-jpg__jpg-jpganti-clockwise_jpg.rf.a508aa553b4707508a2ee8047491f45c.jpg,1,0,0,0
17-jpg__jpg_jpg.rf.a5a9227aadc37670efd31062673ef83f.jpg,1,0,0,0
24_jpg.rf.a5885349995567b3cb02a89b47649ddb.jpg,0,1,0,0
209-jpg__jpg_jpg.rf.a5b1d77c512efa4b9b9426986734aa3c.jpg,0,1,0,0
594-jpg__jpg_jpg.rf.a5a8e1382c450b352d3dc1a683c910a9.jpg,0,1,0,0
584-jpg__jpg_jpg.rf.a60d719ca928c1ead33516484f6abda0.jpg,0,1,0,0
18-jpg__jpg_jpg.rf.a5937060bf03cd845174da803791b4f8.jpg,0,1,0,0
227-jpg__jpg_jpg.rf.a62574f88654826981d8f10271842bae.jpg,1,1,0,0
87-jpg__jpg-jpganti-clockwise_jpg.rf.a68bbc554cec18322b452cc7162baab0.jpg,1,0,0,0
122-jpg__jpg-jpganti-clockwise_jpg.rf.a69764d1cb4748c8070ed3822fb173bb.jpg,0,1,0,0
651-jpg__jpg-jpganti-clockwise_jpg.rf.a611fa3fb733b0adeadff834a60ee2c7.jpg,0,0,0,1
333-jpg__jpg-jpganti-clockwise_jpg.rf.a73005984da8921817915ebe1b3e5d9b.jpg,0,0,1,0
465-jpg__jpg_jpg.rf.a72d2b1730bdfc9a8bc56b808d04b81d.jpg,1,0,0,0
690-jpg__jpg_jpg.rf.a6d3baa880e6857a3490c80bb67f5bee.jpg,1,0,0,0
570-jpg__jpg-jpganti-clockwise_jpg.rf.a5d7665cdfcb68a9a6ebf2ca74657c0f.jpg,0,1,0,0
87-jpg__jpg-jpganti-clockwise_jpg.rf.a65c11c7092a39b387e46b6fde75146b.jpg,1,0,0,0
541-jpg__jpg_jpg.rf.a724e7b756e6fc5d9cb2bb6c1095e0eb.jpg,0,1,0,0
450-jpg__jpg-jpganti-clockwise_jpg.rf.a6b4418e0828eac2905f5ef416aa118d.jpg,0,0,0,1
516-jpg__jpg-jpganti-clockwise_jpg.rf.a68831d8108c6c716d2479cb8969ef05.jpg,0,1,0,0
186-jpg__jpg-jpganti-clockwise_jpg.rf.a763e2ad190b1c6589b6f77564910f97.jpg,0,1,0,0
21-webp__jpg-jpganti-clockwise_jpg.rf.a6f0b2cba5e5ee17736c52d8e2629668.jpg,1,0,0,0
350-jpg__jpg-jpganti-clockwise_jpg.rf.a65e06beee1bbdd6042f5756c492c8b0.jpg,1,0,0,0
10-jpg__jpg-jpganti-clockwise-jpganti-clockwise_jpg.rf.a5c8ad9655ae1c431ece587ba778d1ce.jpg,1,0,0,0
640-jpg__jpg_jpg.rf.a6e9a463ee7bfc7bbf30374f0094e06b.jpg,0,1,0,0
525-jpganti-clockwise_jpg.rf.a762431b7a60775fd7583a4425e798b5.jpg,0,0,1,0
109-png__jpg-jpganti-clockwise_jpg.rf.a6672499f9cea05b6ad6e3a593ba5c72.jpg,1,0,0,0
104-jpg__jpg_jpg.rf.a74782f8c513cea7cdaaa1a00ff4ebf6.jpg,0,1,0,0
82-webp__jpg-jpganti-clockwise_jpg.rf.a786b93972aee3eff8cb358122f9d61d.jpg,1,0,1,0
261-jpg__jpg_jpg.rf.a7c8e107ea8946f7cd749ce08565a8cc.jpg,0,1,0,0
30_jpg.rf.a68eaa34bafce599c15121b9cbb43a47.jpg,0,0,1,0
277-jpg__jpg-jpganti-clockwise_jpg.rf.a8997af57e53e4d1ab6eb099dbbb5fa0.jpg,1,0,0,0
450-jpg__jpg_jpg.rf.a74ef7cccc3af011379aafa606ea47c2.jpg,0,0,0,1
197-jpg__jpg_jpg.rf.a66f19a8467bf73f2d2d3fab4675d9e9.jpg,0,1,0,0
284-jpg__jpg-jpganti-clockwise_jpg.rf.a7cea61a01ad7e05b5562075467eead6.jpg,1,0,0,0
151-jpg__jpg-jpganti-clockwise_jpg.rf.a87532bf7e9502d7feb7cbc806d466d9.jpg,1,0,0,0
545-jpg__jpg_jpg.rf.a8ae9dfe0d2bdfc93d069dcd5b00925b.jpg,1,1,1,0
342-jpg__jpg-jpganti-clockwise_jpg.rf.a7b1acd971e8b9109be1781c0349e5b5.jpg,1,0,0,0
152-jpg__jpg-jpganti-clockwise_jpg.rf.a7ab074ab36122db3b4725e6f11aa8da.jpg,1,1,1,0
178-jpg__jpg-jpganti-clockwise_jpg.rf.a9731515310d7f8a99468a3a3efb7524.jpg,1,0,0,0
441-jpg__jpg_jpg.rf.a876976bc2f9416b62b0eb1c889ccd6b.jpg,1,0,0,0
11-jpg__jpg-jpganti-clockwise_jpg.rf.a9d539e60f4ee6783aa7265e8442764f.jpg,1,0,0,0
398-jpg__jpg_jpg.rf.a80f583d51072d58196659aba62064a7.jpg,0,0,1,0
65-jpg__jpg-jpganti-clockwise_jpg.rf.a9a7ef0e30823ff5962eb21bef50f22a.jpg,1,0,0,0
182-jpg__jpg_jpg.rf.a8661e8d028430b5b8d24530109e27f7.jpg,1,0,0,0
364-jpg__jpg-jpganti-clockwise_jpg.rf.a9a2537eb1fbd2970ba5ed63ff6797f6.jpg,1,0,0,0
53-webp__jpg_jpg.rf.a998b30229621a03f5a27216b542c8f9.jpg,1,0,0,0
402-jpg__jpg-jpganti-clockwise_jpg.rf.a9db07e5fbe67a56e4f274b3afe17439.jpg,1,0,0,0
399-jpg__jpg-jpganti-clockwise_jpg.rf.a8a4f31b25b0a75c329776677d74d935.jpg,1,0,0,0
184-jpg__jpg_jpg.rf.a9734e7f0452b08b32e0346a07cbde0e.jpg,0,1,0,0
45_jpg.rf.a9c88ff368f3b175ebb9896abe68bc5a.jpg,0,1,0,0
473-jpg__jpg-jpganti-clockwise_jpg.rf.a9aed594706eda998d90c5b8ccd05320.jpg,1,0,0,0
9_jpg.rf.a9ae72d27269b46bf3c81a147362f12a.jpg,0,1,0,0
270-jpg__jpg-jpganti-clockwise_jpg.rf.a9d1f70eae9e7c6dd1606c3174852e4c.jpg,1,0,0,0
492-jpg__jpg_jpg.rf.a8d81f5b19e4a0b2df56a823e8f0517e.jpg,0,1,0,0
619-jpg__jpg_jpg.rf.a93d2b33a3ca3593c93214ca7937347b.jpg,0,1,0,0
276-jpg__jpg_jpg.rf.a9377252e7ddfab947c169b215842335.jpg,1,0,0,0
686-jpg__jpg_jpg.rf.a96a5af2b50ac769dc4b0128af44062b.jpg,1,0,0,0
306-jpg__jpg-jpganti-clockwise_jpg.rf.aa0265522cdd79e5536156c4087c2efa.jpg,0,0,1,0
667-jpg__jpg_jpg.rf.a8ee8dbbbc65d4243633c29651b08c72.jpg,0,0,1,0
251-jpg__jpg-jpganti-clockwise_jpg.rf.aa20869e8b0e353ae5d514e60544e04f.jpg,1,0,0,0
57-jpg__jpg_jpg.rf.a9eb2df329a8c82aa662f00c5507c8c3.jpg,1,0,0,0
694-jpg__jpg-jpganti-clockwise_jpg.rf.aa10c4920c55d1f281227928c979a471.jpg,1,0,0,0
110-jpg__jpg_jpg.rf.aa1357d543a3954b6bd2c821346d32aa.jpg,0,1,0,0
366-jpg__jpg-jpganti-clockwise_jpg.rf.a9fd59f78e1d0221e531a4954589c938.jpg,1,0,0,0
527_jpg.rf.aa20980a376b23ff7868443b0dc12142.jpg,0,1,0,0
13_jpg.rf.aa22fd73aa447fa7aa6467a9883b4eae.jpg,1,0,0,0
467-jpg__jpg-jpganti-clockwise_jpg.rf.aa39b963500f5e17123887f54309b704.jpg,0,0,1,0
172-jpg__jpg-jpganti-clockwise_jpg.rf.aa4a84b7740a72fec479bea9c385ac6d.jpg,1,0,0,0
171-jpg__jpg_jpg.rf.aaa90cfb70efa06f788c0c078c661d8b.jpg,1,0,0,0
300-jpg__jpg-jpganti-clockwise_jpg.rf.aabbcdc337ef8c28ef954b85fe0b622e.jpg,1,0,0,0
58-jpg__jpg_jpg.rf.aaba842026011a3bcf14d45d1b6dfbd7.jpg,1,0,0,0
93_jpg.rf.aa83cd73e57f5581e576a0c09122d896.jpg,0,0,0,1
112-jpg__jpg_jpg.rf.aa80dfca1a6e2d3172a195f3953ce847.jpg,1,0,0,0
106_jpg.rf.aa53f8a36f13accc031271ad50f79ac2.jpg,0,1,0,0
502-jpg__jpg-jpganti-clockwise_jpg.rf.aace146ed1140dc5da83abb3f2094efb.jpg,0,1,0,0
6-jpg__jpg_jpg.rf.ab0a4856bf104cc72d988ea4d7164556.jpg,1,0,0,0
425-jpg__jpg_jpg.rf.aae475ee17c370f04d84acd10ac6d557.jpg,1,0,0,0
548-jpg__jpg-jpganti-clockwise_jpg.rf.a9c819c8c4bacbc5752efc899f74d74f.jpg,1,1,0,0
481-jpg__jpg_jpg.rf.aa5cacceebd735b75d0d3e03fc720e16.jpg,1,0,1,0
136-jpg__jpg-jpganti-clockwise_jpg.rf.aa8dd152fb69c5c2f1dfac9cea7ff988.jpg,0,1,0,0
455-jpg__jpg-jpganti-clockwise_jpg.rf.ab04985e139690ba6eca32f1f7bcce35.jpg,1,0,0,0
229-jpg__jpg-jpganti-clockwise_jpg.rf.aa72a8f3dae17c81ea550586484e46fc.jpg,0,1,0,0
261-jpg__jpg_jpg.rf.aae73fb2253d69a18ac49c83371da130.jpg,0,1,0,0
377-jpg__jpg_jpg.rf.aa6d765383f8aa39b4dbb3a0d0505a37.jpg,1,0,0,0
496-jpg__jpg_jpg.rf.aa716f0d6bedec7ec42d648758fede3e.jpg,0,1,0,0
449-jpg__jpg-jpganti-clockwise_jpg.rf.aaaaf359b3dbe00092c929a08e352042.jpg,1,0,0,0
31-jpg__jpg_jpg.rf.ab30832d98322aaf152be8c6999c646b.jpg,0,0,1,0
91-jpg__jpg_jpg.rf.ab22396bdec6c66587e70951db315e2f.jpg,1,0,0,0
500-jpg__jpg_jpg.rf.aa5d8338bf489766ac2af6225e5bc6bc.jpg,0,1,0,0
98_jpg.rf.ab71b29aad2d863b9e9579348a3e3e6f.jpg,0,0,0,1
124-jpg__jpg-jpganti-clockwise_jpg.rf.ab9bc1412b7ce29cbeaf0cc1fd88e57f.jpg,0,1,0,0
112-jpg__jpg_jpg.rf.ab543df419d65d397340a18bb0f4eac3.jpg,1,0,0,0
563-jpg__jpg_jpg.rf.ab224fdc95e7e69264a36bbac0e676c1.jpg,0,0,0,1
375-jpg__jpg_jpg.rf.aba1d63f7575e6b2b462b2783b8525bd.jpg,0,0,0,1
24-jpg__jpg-jpganti-clockwise_jpg.rf.ac261362cc81ca4d56b8e88391fb5306.jpg,1,0,1,0
59_jpg.rf.abd2a07ce8efbaf145e36fcec700f4d4.jpg,0,0,0,1
221-jpg__jpg-jpganti-clockwise_jpg.rf.aba1e1bb61e82c2e30227c987a098fea.jpg,0,1,0,0
379-jpg__jpg_jpg.rf.aabd1156a8f4e6552f96892885373d7b.jpg,1,0,0,0
357-jpg__jpg-jpganti-clockwise_jpg.rf.ac0c38ee8cf8511f01aea6ffc6190cbc.jpg,1,0,0,0
184-jpg__jpg_jpg.rf.ab6f4110934d407046fcb2be54346e30.jpg,0,1,0,0
181-jpg__jpg_jpg.rf.ac2835d82c42c7b878038b144421788e.jpg,1,0,0,0
63-jpg__jpg_jpg.rf.ac4be227f6c9523690a8f635e2e1eba2.jpg,1,0,0,0
107_jpg.rf.ae53e090e7a2c49518d829cd1b803e2d.jpg,0,1,0,0
661-jpg__jpg-jpganti-clockwise_jpg.rf.adf5998b77738fdc8e89a3862063164b.jpg,1,0,0,0
267-jpg__jpg-jpganti-clockwise_jpg.rf.ad9a47a13d6ab741e124b5c6b374110c.jpg,0,1,0,0
266-jpg__jpg-jpganti-clockwise_jpg.rf.ac4df0a96ee5476e1c52e6da5ab40669.jpg,1,0,0,0
434-jpg__jpg-jpganti-clockwise_jpg.rf.ae97956320696d3531298f22601fbb63.jpg,0,0,1,0
42_jpg.rf.ae8d49f85d1c9608325a2a7d7ffa8ed0.jpg,1,0,0,0
67-jpg__jpg_jpg.rf.aeb43d335d7e81c4f7bf729220f829f3.jpg,1,0,0,0
209-jpg__jpg-jpganti-clockwise_jpg.rf.aeaf7361b063ddcfaf897def5e41d67a.jpg,0,1,0,0
398-jpg__jpg_jpg.rf.aee4fcbbc49000bcd93b1cd0a8e88a9f.jpg,0,0,1,0
164-jpg__jpg-jpganti-clockwise_jpg.rf.aee18ef33ac4fc805c0a72696ac83b67.jpg,1,0,0,0
76-jpg__jpg-jpganti-clockwise_jpg.rf.af0f973167c0a3cf4c58ec329a3d639a.jpg,0,0,0,1
698-jpg__jpg-jpganti-clockwise_jpg.rf.ac5535f5b55a8817bdfc95d731c8e237.jpg,0,0,0,1
331-jpg__jpg-jpganti-clockwise_jpg.rf.af00aa1ad29d09a40010e3602aff1821.jpg,1,0,0,0
169-jpg__jpg_jpg.rf.acc62ce6fdbaaad4f25d312f39aae2fc.jpg,1,0,0,0
4-jpg__jpg-jpganti-clockwise_jpg.rf.af227bc5c0786d0b38a6c80220814a99.jpg,1,0,0,0
640-jpg__jpg_jpg.rf.ae5490393536e2bd81be8b9a559ee474.jpg,0,1,0,0
161-jpg__jpg_jpg.rf.af10fc1e5325d5a02e9b565af642932a.jpg,1,0,0,0
208-jpg__jpg_jpg.rf.af3d0245bea2955cccb24dfa708c2de1.jpg,0,1,0,0
132-webp__jpg_jpg.rf.af56d2477134253dd90c28efe6d98768.jpg,0,1,0,0
141-jpg__jpg-jpganti-clockwise_jpg.rf.ae5625190795d2053e1f6c2023318ecc.jpg,0,1,0,0
570-jpg__jpg-jpganti-clockwise_jpg.rf.af52d7eae6fa973ef175aaff520653df.jpg,0,1,0,0
559-jpg__jpg-jpganti-clockwise_jpg.rf.ac789eccb75a0bb69536b3834d9f35cb.jpg,0,0,0,1
639-jpg__jpg_jpg.rf.af6990ececd532f9dd3deaf17ba3a62a.jpg,0,1,0,0
365-jpg__jpg-jpganti-clockwise_jpg.rf.af818036b90c1150e34ae06e37923cca.jpg,1,0,0,0
573-jpg__jpg_jpg.rf.ad57930f828a94a786760f2992531870.jpg,0,1,0,0
543-jpg__jpg-jpganti-clockwise_jpg.rf.ac5b5eea500ddb0d1faa790dfa04ee5c.jpg,0,1,0,0
96_jpg.rf.af94c96b889dc1c7743b2e332b815ffd.jpg,0,1,0,0
332-jpg__jpg_jpg.rf.af93b52fd84365b2078932aafd294fbf.jpg,1,0,0,0
26-jpg__jpg-jpganti-clockwise_jpg.rf.afb5dd96c705f5569bfba37f9c2ab269.jpg,1,0,0,0
236-jpg__jpg-jpganti-clockwise_jpg.rf.ac81d0ab9f0df42494d45da95ebd6605.jpg,1,0,0,0
153-jpg__jpg_jpg.rf.afe443d961a20e9f094dbaabd0a9d5f1.jpg,0,1,0,0
344-jpg__jpg_jpg.rf.b09aaaf4c312b765b3d9349ff21d8863.jpg,0,0,1,0
78_jpg.rf.afed451801cbf2b37cfee6fc2ac447f1.jpg,0,0,0,1
140-jpg__jpg_jpg.rf.acabf7bb39791dc851bc49fa0a0aa93a.jpg,0,1,0,0
419-jpg__jpg-jpganti-clockwise_jpg.rf.afca6407ba52c71bf37e77b5896f5079.jpg,1,0,0,0
27-jpg__jpg-jpganti-clockwise_jpg.rf.b0b7ceb50c0387c62f01679d51e97c5b.jpg,1,0,0,0
27-jpg__jpg_jpg.rf.ad4a354b231550a6706bc08ebc40ba8d.jpg,1,0,0,0
638-jpg__jpg_jpg.rf.afbc74058a26f1d9ad4da4e27690d27b.jpg,0,0,0,1
9_jpg.rf.ad18986ed980c2b19c9b5610af8ff0a0.jpg,0,1,0,0
39-jpg__jpg_jpg.rf.b0efa6ad2004a42fb47e03c744b59c16.jpg,0,0,1,0
512-jpg__jpg-jpganti-clockwise_jpg.rf.afef143167ae799b671936de9508649b.jpg,1,1,0,0
252-jpg__jpg_jpg.rf.b0f14ba2cc1d49a7bd9a7cd5aeff5baa.jpg,1,0,0,0
683-jpg__jpg-jpganti-clockwise_jpg.rf.b0c2e44678ff9f90f2d1f207d4055e33.jpg,1,0,0,0
102_jpg.rf.ae5044b7d3a303719a13152972412314.jpg,0,1,0,0
298-jpg__jpg_jpg.rf.b0faad240925332a3998ae607bb6a616.jpg,1,0,0,0
27_jpg.rf.b11bb11d9e932338f0f9019d0c4fc62a.jpg,0,0,1,0
188-jpg__jpg_jpg.rf.ad26f31c25d32d9077e1c9e48c63a178.jpg,1,0,1,0
686-jpg__jpg_jpg.rf.ae5653e478eba464faa9fd313a6f427e.jpg,1,0,0,0
45-jpg__jpg-jpganti-clockwise_jpg.rf.b0ff75b05b67970c54af199dc8f3efdc.jpg,1,0,0,0
47_jpg.rf.b10fd694d43c8c4ab2aa7f1e98c2cd82.jpg,0,1,0,0
210-jpg__jpg_jpg.rf.b13b672a840a8ec72d74d00f59210832.jpg,0,1,0,0
603-jpg__jpg-jpganti-clockwise_jpg.rf.b18650031ba1dafef4063b9b7cbba7fa.jpg,0,1,0,0
131-webp__jpg_jpg.rf.ac9b1bd229cc1888a414b61a159611c7.jpg,0,0,0,1
530-jpg__jpg-jpganti-clockwise_jpg.rf.b1605b4c31bd6f19f8099524f70461a6.jpg,0,1,0,0
309-jpg__jpg-jpganti-clockwise_jpg.rf.b12d230d053859e2ec78f319f6019bfe.jpg,1,0,1,0
262-jpg__jpg-jpganti-clockwise_jpg.rf.ae5775586b46482b5e6c094932a65249.jpg,0,0,0,1
420-jpg__jpg-jpganti-clockwise_jpg.rf.ace3dbda30b68545dd62b5040decf6e1.jpg,0,0,1,0
526-jpg__jpg_jpg.rf.ac8eb33ea474a4105adc962bd8c33338.jpg,0,1,0,0
612-jpg__jpg_jpg.rf.b1a4c8e9f44423ef15eea8884a0513b2.jpg,0,1,0,0
104_jpg.rf.ad8891adf2c113c106bcc88257c8ce82.jpg,0,0,0,1
351-jpg__jpg-jpganti-clockwise_jpg.rf.b1a1b31f4297ba24ee82e1239940b546.jpg,1,0,0,0
482-jpg__jpg_jpg.rf.b1ff7a1e028af88dfcfef4b4e08529fa.jpg,0,1,0,0
576-jpg__jpg-jpganti-clockwise_jpg.rf.ad749459f33dcd34943fd4e247957b31.jpg,1,0,0,0
258-jpg__jpg-jpganti-clockwise_jpg.rf.b1c496baaffecc1046e52e9f548459c4.jpg,0,1,0,0
539-jpg__jpg_jpg.rf.b244a23806dad93bacdbdaf43f540f4d.jpg,0,1,0,0
407-jpg__jpg-jpganti-clockwise_jpg.rf.b1b214b911cb34430f3f366776e51925.jpg,1,0,0,0
560-jpg__jpg-jpganti-clockwise_jpg.rf.b292d19151d0db2606b7d3de2a4377d5.jpg,0,1,0,0
448-jpg__jpg_jpg.rf.b272612f39e1badbd6217ce92ed41d0f.jpg,0,0,1,0
526-jpganti-clockwise_jpg.rf.b2bdbca531f2cfb2e47ca67c0c64fd54.jpg,0,1,0,0
672-jpg__jpg_jpg.rf.b2dd07f6d512b407057c58fb566e8f84.jpg,1,0,1,0
94-jpg__jpg_jpg.rf.b27ff114a0523111769b03216eb0d674.jpg,1,0,0,0
351-jpg__jpg-jpganti-clockwise_jpg.rf.b285d249dc7dec8d08ede54535d35f36.jpg,1,0,0,0
669-jpg__jpg_jpg.rf.b18d97ee604850fc2adc121862dc73fc.jpg,1,0,0,0
53_jpg.rf.b2b3b16dd793f45e7ec237977fc419ce.jpg,0,1,0,0
78-jpg__jpg-jpganti-clockwise_jpg.rf.b2d924bf3fee5cd3b2395a68ee19bcfc.jpg,1,0,0,0
316-jpg__jpg-jpganti-clockwise_jpg.rf.b2bd53ef256e01523e26855f4e4d9fc9.jpg,1,0,1,0
71_jpg.rf.b233215b410097a2b315383d7a6b83ff.jpg,0,0,0,1
172-jpg__jpg_jpg.rf.b1c7a9a8bcb5045f99ea5ea4126a3940.jpg,1,0,0,0
165-jpg__jpg_jpg.rf.b2ca9ee1f61a874121f73dddf94556b1.jpg,1,0,0,0
66-jpg__jpg_jpg.rf.b2e3cda0dff474cfea06b69b98d7c96a.jpg,1,0,0,0
0-jpg__jpg-jpganti-clockwise-jpganti-clockwise_jpg.rf.acb4e0504318738b74ed66ae3182cc2e.jpg,1,0,0,0
569-jpg__jpg_jpg.rf.b29e4ce3207f7172880959a15ad425e9.jpg,0,1,0,0
